"movie_odid","display_name","rating","reason"
"5730100","The Notebook","PG-13","for some sexuality."
"5740100","Jimmy Neutron: Boy Genius","G","NULL"
"5750100","Alien","R","NULL"
"5770100","Moonstruck","PG",""
"5780100","The Texas Chainsaw Massacre","R","for strong horror violence/gore, language and drug content."
"5790100","Fiddler on the Roof","G",""
"5800100","AVP: Alien Vs. Predator","PG-13","for violence, language, horror images, slime and gore."
"5810100","What Happens in Vegas...","PG-13","for some sexual and crude content, and language, including a drug reference"
"5820100","The Dukes of Hazzard","PG-13","for sexual content, crude and drug-related humor, language and comic action violence"
"5830100","The Wedding Singer","PG-13","for sex-related material and language"
"5840100","Saw III","R","for strong grisly violence and gore, sequences of terror and torture, nudity and language"
"5850100","Disturbia","PG-13","on appeal for sequences of terror and violence, and some sensuality (originally R)"
"5860100","Nacho Libre","PG","for some rough action, and crude humor including dialogue."
"5870100","Jumper","PG-13","for sequences of intense action violence, some language and brief sexuality"
"5880100","Cloverfield","PG-13","for violence, terror and disturbing images"
"5890100","Footloose","PG","(edited for re-rating)"
"5900100","The Ten Commandments","G","(1972 re-issue)"
"5910100","Knowing","PG-13","For disaster sequences, disturbing images and brief strong language"
"5940100","Space Station","Not Rated","NULL"
"5960100","Hannah Montana: The Movie","G","NULL"
"5970100","The Day the Earth Stood Still","PG-13","for some sci-fi disaster images and violence"
"6010100","City of Angels","PG-13","for sexuality including language, and some nudity."
"6020100","The English Patient","R","for sexuality, some violence and language."
"6040100","Artificial Intelligence: AI","PG-13","for some sexual content and violent images."
"6060100","We Were Soldiers","R","for sustained sequences of graphic war violence, and for language."
"6080100","Man on Fire","R","for language and strong violence"
"6100100","Gangs of New York","R","for intense strong violence, sexuality/nudity and language"
"6120100","La marche de l'empereur","G","NULL"
"6140100","U-571","PG-13","for war violence"
"6150100","The Terminal","PG-13","for brief language and drug references."
"6190100","Rugrats in Paris","G","NULL"
"6210100","The Untouchables","R",""
"6220100","Training Day","R","for strong brutal violence, pervasive language, drug content and brief nudity."
"6250100","Conspiracy Theory","R","for some violence"
"6260100","Hellboy II: The Golden Army","PG-13","for sequences of sci-fi action and violence, and some language."
"6270100","Constantine","R","for violence and demonic images"
"6280100","The Ring Two","PG-13","for violence/terror, disturbing images, thematic elements and some language."
"6300100","The Haunted Mansion","PG","for frightening images, thematic elements and language"
"6310100","You, Me and Dupree","PG-13","for sexual content, brief nudity, crude humor, language and a drug reference"
"6320100","Barbershop","PG-13","NULL"
"6330100","The Family Man","PG-13","for sensuality and some language"
"6350100","The Rookie","G","NULL"
"6360100","Braveheart","R","for brutal medieval warfare."
"6380100","The Horse Whisperer","PG-13","for a disturbing accident scene."
"6390100","Garfield: The Movie","PG","for brief mild language"
"6400100","Ray","PG-13","for depiction of drug addiction, sexuality and some thematic elements"
"6410100","Coraline","PG","for thematic elements, scary images, some language and suggestive humor"
"6420100","Old School","R","for some strong sexual content, nudity and language"
"6440100","The Exorcism of Emily Rose","PG-13","for thematic material, including intense/frightening sequences and disturbing images."
"6450100","Eragon","PG","for fantasy violence, intense battle sequences and some frightening images"
"6490100","Ladder 49","PG-13","for intense fire and rescue situations, and for language"
"6500100","Four Brothers","R","for strong violence, pervasive language and some sexual content."
"6520100","Six Days, Seven Nights","PG-13","for language, sensuality and brief violence"
"6530100","No Country for Old Men","R","for strong graphic violence and some language"
"6540100","Sin City","R","for sustained strong stylized violence, nudity and sexual content including dialogue"
"6560100","Christmas with the Kranks","PG","for brief language and suggestive content."
"6580100","Monster House","PG","for scary images and sequences, thematic elements, some crude humor and brief language"
"6590100","Deep Blue Sea","R","for graphic shark attacks, and for language"
"6600100","Beetlejuice","PG",""
"6610100","Spirit: Stallion of the Cimarron","G","NULL"
"6630100","Hotel for Dogs","PG","or brief mild thematic elements, language and some crude humor"
"6640100","Ben-Hur","G","(rating applied for 1969 re-release)"
"6650100","Barnyard: The Original Party Animals","PG","for some mild peril and rude humor"
"6660100","Jackass: Number Two","R","for extremely crude and dangerous stunts throughout, sexual content, nudity and language."
"6670100","The Interpreter","PG-13","for violence, some sexual content and brief strong language."
"6690100","Vantage Point","PG-13","for sequences of intense violence and action, some disturbing images and brief strong language."
"6700100","I Know What You Did Last Summer","R","for strong horror violence and language."
"6730100","Fred Claus","PG","for mild language and some rude humor"
"6740100","My Fair Lady","G","(1970 re-issue)"
"6760100","R.V.","PG","for crude humor, innuendo and language"
"6810100","The Bridges of Madison County","PG-13","on appeal for some sexuality and brief strong language (previously rated R)."
"6820100","Sideways","R","for language, some strong sexual content and nudity."
"6830100","Bridget Jones's Diary","R","for language and some strong sexuality"
"6840100","I Love You, Man","R","for pervasive language, including crude and sexual references"
"6850100","Galaxy Quest","PG","for some action violence, mild language and sensuality"
"6860100","National Lampoon's Christmas Vacation","PG-13","NULL"
"6870100","Chocolat","PG-13","for a scene of sensuality and some violence."
"6880100","Scary Movie 2","R","for strong sexual and gross humor, graphic language and some drug content"
"6890100","The Spiderwick Chronicles","PG","for scary creature action and violence, peril and some thematic elements"
"6910100","The Score","R","for language"
"6920100","John Q.","PG-13","for violence, language and intense thematic elements."
"6940100","Groundhog Day","PG","for some thematic elements. "
"6950100","Shallow Hal","PG-13","for language and sexual content"
"6980100","V for Vendetta","R","for strong violence and some language."
"7010100","Shaft","R","for strong violence and language"
"7020100","Moonraker","PG",""
"7030100","World Trade Center","PG-13","for intense and emotional content, some disturbing images and language."
"7040100","Rocky Balboa","PG","for boxing violence and some language."
"7050100","Fool's Gold","PG-13","for action violence, some sexual material, brief nudity and language"
"7060100","Star Trek: Insurrection","PG","for sci-fi action violence, mild language and sensuality"
"7080100","Big Momma's House 2","PG-13","for some sexual humor and a humorous drug reference."
"7090100","Blade","R","for strong, pervasive vampire violence and gore, language and brief sexuality"
"7100100","Ferris Bueller's Day Off","PG-13",""
"7110100","The Golden Compass","PG-13","for sequences of fantasy violence."
"7120100","Kill Bill: Volume 1","R","for strong bloody violence, language and some sexual content"
"7150100","Seven Pounds","PG-13","for thematic material, some disturbing content and a scene of sensuality."
"7170100","Swordfish","R","for violence, language and some sexuality/nudity"
"7190100","The Kid","PG","for mild language"
"7210100","The Divine Secrets of the Ya-Ya Sisterhood","PG-13","for mature thematic elements, language, and brief sensuality."
"7220100","The Thomas Crown Affair","R","for some sexuality and language."
"7230100","White Chicks","PG-13","for crude and sexual humor, language and some drug content"
"7240100","Lost In Space","PG-13","for some intense sci-fi action"
"7250100","Guess Who","PG-13","for sex-related humor."
"7260100","Cool Runnings","PG",""
"7270100","Sahara","PG-13","for action violence"
"7280100","Road Trip","R","for strong sexual content, crude humor, language and drug use"
"7290100","Vertical Limit","PG-13","for intense life/death situations and brief strong language"
"7300100","Purple Rain","R",""
"7310100","Bring it On","PG-13","for sex-related material and language."
"7340100","Obsessed","PG-13","for sexual material including some suggestive dialogue, some violence and thematic content"
"7350100","Blue Streak","PG-13","for action violence, continuous language and some crude humor"
"7360100","Octopussy","PG",""
"7380100","A Perfect Murder","R","for violence, sexuality and language"
"7400100","Heat","R","for violence and language"
"7410100","Holes","PG","for violence, mild language and some thematic elements."
"7420100","Role Models","R","for crude and sexual content, strong language and nudity"
"7430100","Hidalgo","PG-13","for adventure violence and some mild innuendo"
"7440100","Coach Carter","PG-13","for violence, sexual content, language, teen partying and some drug material."
"7450100","Insomnia","R","for language, some violence and brief nudity"
"7470100","Race to Witch Mountain","PG","for sequences of action and violence, frightening and dangerous situations, and some thematic elements"
"7480100","Dante’s Peak","PG-13","for disaster related peril and gore."
